months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
239,39,2000,625.08,0,44200,-37000,10,1,2,3,2014,IN,250/500,FEMALE,JD,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,NO,YES,BMW,1
330,47,2000,1133.27,0,0,-56400,20,2,0,2,1999,IL,100/300,FEMALE,High School,craft-repair,chess,wife,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,?,YES,Ford,1
128,35,500,1366.6,0,0,0,10,3,2,1,2008,IN,500/1000,FEMALE,MD,machine-op-inspct,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,?,NO,Chevrolet,0
147,37,1000,1439.9,6000000,0,-48400,2,2,1,2,2004,OH,500/1000,FEMALE,Associate,prof-specialty,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,NO,NO,Accura,0
287,45,1000,1230.69,0,0,-54600,19,1,0,2,2006,OH,500/1000,MALE,Masters,transport-moving,golf,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,NO,NO,Accura,0
142,29,2000,1307.68,0,0,-48500,10,1,1,2,1995,OH,100/300,FEMALE,MD,craft-repair,dancing,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,YES,NO,Mercedes,1
162,35,2000,1124.69,0,0,0,14,1,0,3,2001,IL,500/1000,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,YES,YES,Toyota,0
140,35,1000,1520.78,0,0,-42900,5,1,0,2,1997,OH,100/300,FEMALE,High School,craft-repair,chess,wife,Parked Car,?,Trivial Damage,,SC,Columbus,?,YES,Chevrolet,1
106,28,2000,1609.11,0,0,0,8,1,2,1,1999,OH,100/300,MALE,High School,craft-repair,polo,own-child,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,YES,YES,Saab,0
292,45,1000,1358.91,0,0,0,4,1,0,2,1997,IL,500/1000,MALE,Masters,craft-repair,dancing,unmarried,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,NO,?,Suburu,0
34,34,500,1295.87,0,0,0,4,3,1,0,1997,OH,500/1000,FEMALE,PhD,priv-house-serv,chess,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,?,NO,Audi,1
290,48,500,1161.03,5000000,45300,0,20,2,1,1,2014,IL,250/500,MALE,Associate,adm-clerical,video-games,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,?,?,Nissan,0
182,38,2000,1441.06,0,53800,-78300,18,1,2,3,2005,OH,500/1000,FEMALE,Masters,armed-forces,movies,husband,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,?,YES,Dodge,0
362,55,1000,1097.99,0,44400,-71500,0,3,0,3,1998,OH,100/300,FEMALE,JD,other-service,base-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,NO,NO,Suburu,0
143,32,1000,1464.42,0,79900,0,1,1,2,0,1995,IL,500/1000,FEMALE,High School,exec-managerial,golf,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,?,NO,Saab,0
183,38,500,1543.68,0,20200,0,17,1,0,1,2001,IL,250/500,FEMALE,Masters,prof-specialty,paintball,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,NO,YES,Audi,1
254,40,500,1390.89,5000000,0,-74400,23,1,2,2,2009,IL,250/500,MALE,College,armed-forces,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,?,?,Volkswagen,0
249,43,2000,1148.58,0,0,-71200,4,3,2,1,2014,OH,100/300,FEMALE,MD,adm-clerical,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,YES,YES,Honda,0
169,36,500,1616.26,0,50700,-57600,0,3,2,3,2004,IN,250/500,MALE,High School,exec-managerial,yachting,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,NO,?,Dodge,0
235,40,500,1398.94,0,0,0,11,1,1,2,2003,IL,500/1000,MALE,College,craft-repair,bungie-jumping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,NO,NO,Suburu,0
112,32,1000,1238.92,0,57800,-53700,4,1,0,2,2012,OH,500/1000,MALE,Associate,other-service,base-jumping,other-relative,Parked Car,?,Trivial Damage,,NY,Arlington,?,?,Honda,0
16,32,1000,968.46,0,50800,-66200,0,3,0,2,1995,IL,100/300,MALE,MD,tech-support,chess,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,?,?,Dodge,1
128,31,500,1045.12,0,0,-28300,2,3,0,2,2013,IL,100/300,FEMALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,NO,?,Ford,1
103,27,1000,1537.33,0,0,-74800,11,3,1,1,2008,IN,100/300,FEMALE,College,handlers-cleaners,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,YES,NO,Jeep,0
356,54,500,912.3,0,58500,-44000,23,3,2,1,2007,OH,500/1000,MALE,College,prof-specialty,yachting,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,NO,?,Audi,1
109,29,2000,1007.28,6000000,0,0,17,3,1,3,1995,OH,100/300,FEMALE,High School,adm-clerical,movies,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,NO,YES,Jeep,0
2,20,1000,1189.98,4000000,0,-54700,22,1,1,3,2000,IN,500/1000,FEMALE,High School,craft-repair,golf,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,NO,YES,Audi,0
198,34,1000,1576.41,0,0,-55100,18,1,1,1,2001,OH,250/500,MALE,Associate,handlers-cleaners,kayaking,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,YES,YES,Ford,0
107,32,500,1172.82,4000000,82100,0,8,1,1,3,2010,OH,100/300,MALE,Associate,machine-op-inspct,yachting,other-relative,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,?,NO,Ford,0
252,39,500,1312.22,9000000,0,-33300,15,3,0,3,2010,IL,500/1000,MALE,High School,transport-moving,cross-fit,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,?,NO,Jeep,1
303,43,1000,671.01,7000000,42900,-61500,20,1,2,0,2013,OH,500/1000,FEMALE,Associate,machine-op-inspct,camping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,?,?,Nissan,0
101,32,500,895.14,0,52600,-30400,4,1,0,3,2010,IL,250/500,MALE,JD,sales,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,?,YES,Suburu,0
446,57,2000,1373.21,0,42700,-64900,10,3,0,0,2012,IN,100/300,MALE,College,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,NO,NO,Jeep,0
330,48,1000,1625.65,0,0,0,10,1,1,3,2006,OH,250/500,MALE,College,farming-fishing,skydiving,husband,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,YES,?,Dodge,0
211,37,2000,1295.63,4000000,42200,-33800,22,3,1,0,2009,OH,250/500,FEMALE,PhD,armed-forces,skydiving,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,YES,?,Honda,0
172,33,1000,1459.96,6000000,41300,-42000,15,3,0,1,1999,IL,100/300,FEMALE,High School,adm-clerical,reading,wife,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,NO,NO,Saab,0
316,46,500,1219.94,7000000,0,-51000,13,1,0,1,2000,OH,100/300,FEMALE,Masters,prof-specialty,paintball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,?,YES,Accura,0
435,60,500,1064.49,5000000,73500,-43300,23,1,2,1,2007,OH,500/1000,MALE,Associate,priv-house-serv,chess,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,NO,?,Mercedes,1
344,51,1000,959.83,0,0,-38700,18,3,2,2,2006,IL,100/300,FEMALE,Masters,sales,paintball,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,?,YES,BMW,1
204,40,2000,1767.02,0,0,-49300,7,1,1,1,1997,OH,250/500,MALE,JD,machine-op-inspct,hiking,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,YES,NO,Audi,0
278,47,500,1285.01,0,0,-39800,21,1,2,2,2010,IN,500/1000,MALE,Masters,machine-op-inspct,sleeping,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,NO,YES,Toyota,0
434,57,2000,1422.95,0,0,0,15,3,1,3,2003,OH,500/1000,MALE,JD,transport-moving,bungie-jumping,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,NO,NO,Nissan,0
209,36,2000,1223.39,0,0,0,17,3,1,3,2014,IN,100/300,FEMALE,MD,craft-repair,camping,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,?,?,Jeep,0
250,43,2000,1539.06,0,37800,0,2,1,0,3,2002,IL,500/1000,MALE,Masters,sales,exercise,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,NO,?,Ford,0
61,25,2000,988.06,0,0,0,1,3,1,0,2000,IN,100/300,FEMALE,Masters,other-service,dancing,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,YES,NO,Dodge,0
80,28,1000,1740.57,0,0,-18600,3,1,0,1,2011,IL,500/1000,FEMALE,College,farming-fishing,golf,wife,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,?,?,Dodge,0
25,38,1000,1540.91,7000000,40900,0,0,1,1,1,1995,OH,250/500,MALE,College,adm-clerical,polo,wife,Vehicle Theft,?,Trivial Damage,,VA,Northbend,NO,YES,Toyota,0
4,29,500,1381.88,5000000,0,-77800,4,1,0,2,2008,IL,250/500,MALE,High School,tech-support,exercise,other-relative,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,NO,?,Jeep,0
32,29,500,1446.98,0,0,-45700,11,3,2,0,2006,OH,100/300,MALE,MD,adm-clerical,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,YES,NO,Saab,0
125,31,500,1220.86,0,55400,-40400,4,1,1,2,2003,IN,500/1000,MALE,JD,other-service,paintball,husband,Parked Car,?,Trivial Damage,,NY,Arlington,YES,?,Saab,0
276,45,500,948.1,0,44500,-61400,11,3,0,2,2010,IL,500/1000,FEMALE,High School,machine-op-inspct,reading,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,?,?,Ford,0
148,30,500,1471.24,0,57500,-93600,4,3,2,2,1997,OH,100/300,FEMALE,Masters,farming-fishing,camping,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,NO,NO,Dodge,0
222,38,2000,1157.97,0,0,-64500,20,1,2,2,2001,IN,100/300,MALE,MD,machine-op-inspct,hiking,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,?,YES,Accura,0
32,38,2000,566.11,5000000,0,0,22,1,0,0,2015,IL,250/500,MALE,Associate,armed-forces,polo,unmarried,Parked Car,?,Trivial Damage,Police,NC,Springfield,YES,NO,Honda,0
78,27,500,1060.88,0,0,-66500,4,1,0,3,2009,OH,500/1000,MALE,JD,other-service,skydiving,other-relative,Parked Car,?,Trivial Damage,Police,SC,Northbend,NO,NO,Volkswagen,0
238,43,1000,1524.45,4000000,0,-44800,21,4,0,0,1995,OH,250/500,MALE,High School,handlers-cleaners,chess,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,NO,NO,Saab,1
313,47,1000,1556.17,0,63900,-53300,20,1,1,3,1996,IN,250/500,MALE,College,prof-specialty,reading,wife,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,YES,NO,Accura,1
334,50,500,1216.24,0,26700,-47200,7,1,2,0,2008,OH,500/1000,MALE,Masters,priv-house-serv,polo,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,NO,?,Chevrolet,0
190,35,500,1484.72,5000000,0,0,4,1,0,1,1998,IN,250/500,FEMALE,High School,tech-support,golf,husband,Parked Car,?,Trivial Damage,,NY,Riverwood,NO,NO,Saab,0
194,41,500,1203.81,0,52500,-51300,17,3,0,2,1999,IL,250/500,MALE,JD,transport-moving,video-games,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,?,?,Saab,0
290,47,1000,1393.34,0,0,-61400,20,3,1,3,2002,IN,250/500,MALE,High School,exec-managerial,bungie-jumping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,YES,YES,Audi,0
26,42,1000,1484.48,0,50700,-36300,10,1,2,3,1996,OH,100/300,MALE,PhD,armed-forces,sleeping,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,NO,?,Saab,0
254,41,500,1581.27,5000000,42200,-48000,8,1,2,2,1999,IL,250/500,FEMALE,PhD,handlers-cleaners,skydiving,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,YES,NO,BMW,0
199,38,1000,1281.25,0,0,-53100,6,1,0,2,2007,IL,250/500,FEMALE,High School,tech-support,movies,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,?,NO,BMW,1
137,35,500,1667.83,0,48500,-67400,4,1,1,1,2005,IN,250/500,MALE,JD,prof-specialty,paintball,husband,Parked Car,?,Minor Damage,Police,WV,Northbrook,YES,NO,Jeep,0
134,36,1000,1497.41,0,14100,-44500,17,3,2,0,1996,OH,250/500,MALE,PhD,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,NO,YES,Ford,0
73,30,500,803.36,0,0,0,15,3,0,0,2013,OH,100/300,FEMALE,High School,protective-serv,reading,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,?,YES,Audi,0
289,45,2000,1221.41,0,46700,-72500,9,1,2,1,2006,OH,250/500,FEMALE,Masters,farming-fishing,movies,wife,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,NO,NO,Honda,0
176,36,500,1865.83,5000000,32800,-50600,17,1,2,1,2006,OH,250/500,MALE,College,transport-moving,kayaking,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,?,YES,Volkswagen,0
145,37,2000,1434.27,0,0,-35900,13,1,2,3,2002,OH,250/500,FEMALE,Associate,tech-support,sleeping,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,?,?,Nissan,0
164,31,500,1114.68,0,44500,-55900,5,1,1,0,2002,IN,500/1000,FEMALE,Associate,other-service,reading,husband,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,YES,NO,Mercedes,0
186,38,2000,1218.56,0,39300,-60300,23,3,2,2,1998,OH,250/500,FEMALE,Masters,transport-moving,video-games,husband,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,YES,?,Saab,1
85,31,2000,1234.69,9000000,0,0,1,2,2,1,2003,IL,250/500,FEMALE,MD,tech-support,paintball,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,NO,?,BMW,1
162,33,500,964.92,0,45700,0,17,4,2,1,1996,OH,250/500,FEMALE,Associate,exec-managerial,base-jumping,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,NO,NO,Mercedes,1
396,57,500,1351.72,0,0,-49400,3,1,1,3,2000,IL,500/1000,MALE,High School,tech-support,camping,wife,Parked Car,?,Minor Damage,,NY,Springfield,YES,?,Volkswagen,0
270,41,1000,817.28,0,62200,0,17,3,1,1,2014,IL,250/500,MALE,High School,sales,cross-fit,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,?,NO,Mercedes,1
168,39,1000,1389.59,0,0,-42600,23,3,1,3,2015,IL,500/1000,FEMALE,Masters,machine-op-inspct,exercise,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,YES,NO,Chevrolet,1
274,45,1000,1353.53,0,54700,-47900,13,1,0,0,1995,IN,250/500,FEMALE,JD,tech-support,cross-fit,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,YES,NO,Accura,1
263,43,1000,1294.04,0,0,0,17,1,2,3,1997,IN,500/1000,FEMALE,Masters,handlers-cleaners,movies,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,YES,YES,Nissan,0
152,33,1000,840.81,0,0,0,2,1,0,2,2002,OH,100/300,FEMALE,High School,farming-fishing,chess,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,YES,?,Ford,1
46,41,2000,998.19,0,43700,-66300,23,3,1,3,2004,OH,100/300,FEMALE,MD,priv-house-serv,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,NO,?,Dodge,1
276,46,2000,1090.32,0,0,-70400,17,1,1,2,2007,OH,100/300,MALE,College,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,NO,?,Volkswagen,1
234,44,500,1780.67,0,0,0,3,1,1,0,2012,IN,500/1000,MALE,Associate,other-service,exercise,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,NO,NO,Ford,1
64,30,2000,1681.01,0,0,-51100,16,1,2,1,2015,IL,250/500,MALE,JD,protective-serv,base-jumping,own-child,Parked Car,?,Minor Damage,,SC,Riverwood,NO,NO,Jeep,0
456,62,1000,1395.77,0,82600,-49500,13,3,1,3,2012,OH,250/500,FEMALE,MD,protective-serv,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,?,NO,Saab,1
58,23,2000,1471.44,5000000,57500,0,8,1,2,1,2007,OH,500/1000,MALE,High School,transport-moving,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,NO,NO,Chevrolet,1
475,61,500,1265.72,0,0,-59500,23,1,0,2,1998,IL,500/1000,FEMALE,Masters,handlers-cleaners,paintball,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,YES,?,Mercedes,0
96,29,1000,1274.7,5000000,47500,-58700,15,3,2,3,2004,IN,250/500,MALE,College,prof-specialty,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,YES,YES,Chevrolet,1
99,28,500,1330.39,0,0,0,3,1,2,2,1998,OH,100/300,MALE,MD,prof-specialty,basketball,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,NO,YES,Dodge,0
38,28,500,1122.95,4000000,78000,0,4,3,0,3,2000,OH,500/1000,MALE,Masters,priv-house-serv,golf,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,NO,YES,Accura,0
259,44,2000,1655.79,0,0,0,8,1,0,0,2002,OH,250/500,FEMALE,Masters,exec-managerial,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,YES,YES,Audi,0
241,43,1000,935.77,0,0,-36000,21,1,1,0,2003,IN,250/500,MALE,Associate,prof-specialty,golf,own-child,Vehicle Theft,?,Trivial Damage,Police,PA,Northbend,NO,YES,Volkswagen,0
437,58,2000,1192.04,0,66100,-31400,23,1,0,0,2004,IN,500/1000,MALE,Associate,craft-repair,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,YES,NO,Dodge,0
130,34,500,990.11,0,0,-41200,8,1,1,3,2015,OH,100/300,MALE,Masters,sales,kayaking,other-relative,Parked Car,?,Trivial Damage,,NY,Riverwood,?,YES,Dodge,0
269,41,2000,1422.21,0,0,-46400,21,1,2,1,2005,OH,100/300,FEMALE,Associate,handlers-cleaners,polo,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,YES,NO,Suburu,1
103,29,500,914.85,0,72100,0,5,1,2,3,2005,OH,500/1000,MALE,Associate,prof-specialty,base-jumping,other-relative,Parked Car,?,Minor Damage,Police,OH,Columbus,NO,NO,Accura,0
284,43,500,1123.84,0,48200,0,12,3,0,0,2007,IL,250/500,MALE,PhD,prof-specialty,kayaking,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,NO,YES,Chevrolet,0
189,39,2000,838.02,0,0,0,7,3,2,0,1997,OH,250/500,FEMALE,College,tech-support,movies,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,?,YES,Dodge,0
267,43,500,1300.68,0,49000,0,0,1,1,3,2011,OH,250/500,MALE,PhD,adm-clerical,sleeping,unmarried,Parked Car,?,Minor Damage,,NC,Northbend,NO,YES,Chevrolet,0
39,22,500,1173.21,0,0,0,14,1,0,1,2009,IN,500/1000,MALE,JD,farming-fishing,polo,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,YES,YES,Suburu,1
140,32,1000,985.97,5000000,0,0,13,1,2,3,1995,IL,250/500,FEMALE,College,protective-serv,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,?,?,Chevrolet,1
243,41,1000,1129.23,0,17300,-60400,1,1,1,0,1999,IN,100/300,FEMALE,College,farming-fishing,camping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,?,YES,Suburu,1
116,31,500,1194.83,0,28600,0,23,1,0,0,1997,IN,250/500,FEMALE,MD,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,NO,NO,Suburu,0
219,43,1000,1114.29,0,51300,0,1,1,2,2,2006,IN,100/300,FEMALE,High School,transport-moving,polo,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,?,YES,Toyota,0
96,26,2000,1509.04,0,10000,0,9,1,2,3,2007,OH,250/500,FEMALE,Associate,prof-specialty,bungie-jumping,husband,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,YES,NO,Saab,0
149,34,500,664.86,0,0,-60000,3,1,0,1,1999,IN,250/500,FEMALE,PhD,craft-repair,skydiving,wife,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,?,NO,Dodge,0
246,43,1000,1267.4,6000000,0,0,0,1,2,1,2006,IN,250/500,MALE,JD,adm-clerical,basketball,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,NO,?,Accura,0
293,45,1000,1119.23,0,51500,0,13,3,1,1,2015,IL,100/300,FEMALE,MD,exec-managerial,exercise,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,NO,NO,Jeep,0
339,48,500,1698.51,0,0,0,18,3,2,1,2001,OH,100/300,MALE,JD,other-service,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,NO,?,Volkswagen,0
160,33,1000,1422.78,0,61600,0,17,3,2,3,2006,IL,500/1000,FEMALE,High School,exec-managerial,exercise,husband,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,?,YES,Nissan,0
224,42,500,1212.75,0,0,-51400,11,1,0,0,1998,OH,500/1000,FEMALE,College,prof-specialty,kayaking,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,?,YES,Honda,0
194,34,1000,1423.34,0,55300,-37900,0,1,0,3,2003,IN,100/300,MALE,Associate,sales,camping,not-in-family,Vehicle Theft,?,Minor Damage,,WV,Riverwood,YES,NO,Chevrolet,0
385,51,1000,976.37,0,0,-61000,14,3,1,3,2007,IN,250/500,FEMALE,MD,craft-repair,reading,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,?,?,Suburu,0
100,33,500,1124.59,6000000,67300,0,4,1,1,2,2004,OH,250/500,MALE,College,adm-clerical,golf,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,NO,NO,BMW,0
